Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
hepatitis b,lethargy,receiving_unsterile_injections,abdominal_pain,yellowing_of_eyes,receiving_blood_transfusion,malaise,loss_of_appetite,yellowish_skin,dark_urine,itching,,,,,,,
hepatitis b,lethargy,malaise,receiving_blood_transfusion,dark_urine,yellowish_skin,receiving_unsterile_injections,,,,,,,,,,,
hepatitis b,receiving_unsterile_injections,yellowing_of_eyes,yellowish_skin,dark_urine,yellow_urine,lethargy,malaise,loss_of_appetite,,,,,,,,,
hepatitis b,lethargy,dark_urine,receiving_blood_transfusion,malaise,yellowish_skin,itching,fatigue,,,,,,,,,,
hepatitis b,dark_urine,lethargy,fatigue,yellow_urine,,,,,,,,,,,,,
hepatitis b,yellowish_skin,lethargy,dark_urine,yellowing_of_eyes,receiving_unsterile_injections,receiving_blood_transfusion,loss_of_appetite,malaise,yellow_urine,fatigue,,,,,,,
hepatitis b,receiving_blood_transfusion,receiving_unsterile_injections,yellowish_skin,malaise,itching,yellowing_of_eyes,loss_of_appetite,fatigue,,,,,,,,,
hepatitis b,loss_of_appetite,itching,yellowing_of_eyes,dark_urine,yellow_urine,abdominal_pain,,,,,,,,,,,
hepatitis b,receiving_blood_transfusion,fatigue,receiving_unsterile_injections,,,,,,,,,,,,,,
hepatitis b,itching,yellowish_skin,lethargy,,,,,,,,,,,,,,
hepatitis b,loss_of_appetite,malaise,itching,lethargy,yellowish_skin,receiving_blood_transfusion,abdominal_pain,,,,,,,,,,
hepatitis b,fatigue,abdominal_pain,lethargy,malaise,itching,yellow_urine,yellowing_of_eyes,dark_urine,receiving_unsterile_injections,,,,,,,,
hepatitis b,abdominal_pain,receiving_blood_transfusion,yellowing_of_eyes,dark_urine,yellow_urine,loss_of_appetite,yellowish_skin,,,,,,,,,,
hepatitis b,lethargy,malaise,fatigue,receiving_blood_transfusion,yellow_urine,blackheads,,,,,,,,,,,
hepatitis b,receiving_blood_transfusion,loss_of_appetite,yellowing_of_eyes,fatigue,receiving_unsterile_injections,,,,,,,,,,,,
hepatitis b,dark_urine,fatigue,abdominal_pain,yellowing_of_eyes,yellow_urine,loss_of_appetite,lethargy,itching,receiving_unsterile_injections,,,,,,,,
hepatitis b,receiving_blood_transfusion,fatigue,receiving_unsterile_injections,abdominal_pain,yellow_urine,,,,,,,,,,,,
hepatitis b,loss_of_appetite,receiving_blood_transfusion,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,,,
hepatitis b,lethargy,yellowing_of_eyes,itching,dark_urine,receiving_blood_transfusion,malaise,receiving_unsterile_injections,loss_of_appetite,,,,,,,,,
hepatitis b,itching,loss_of_appetite,lethargy,malaise,yellowish_skin,receiving_unsterile_injections,,,,,,,,,,,
hepatitis b,yellowish_skin,receiving_unsterile_injections,lethargy,yellowing_of_eyes,fatigue,yellow_urine,malaise,receiving_blood_transfusion,loss_of_appetite,dark_urine,hip_joint_pain,,,,,,
hepatitis b,receiving_blood_transfusion,lethargy,itching,receiving_unsterile_injections,,,,,,,,,,,,,
hepatitis b,yellowish_skin,fatigue,receiving_unsterile_injections,dark_urine,,,,,,,,,,,,,
hepatitis b,receiving_blood_transfusion,dark_urine,itching,receiving_unsterile_injections,yellowing_of_eyes,malaise,,,,,,,,,,,
hepatitis b,dark_urine,malaise,yellow_urine,abdominal_pain,itching,,,,,,,,,,,,
hepatitis b,malaise,receiving_blood_transfusion,dark_urine,,,,,,,,,,,,,,
hepatitis b,yellow_urine,receiving_blood_transfusion,dark_urine,abdominal_pain,itching,malaise,yellowish_skin,fatigue,receiving_unsterile_injections,lethargy,,,,,,,
hepatitis b,malaise,receiving_unsterile_injections,receiving_blood_transfusion,lethargy,pain_behind_the_eyes,,,,,,,,,,,,
hepatitis b,yellowish_skin,receiving_blood_transfusion,dark_urine,,,,,,,,,,,,,,
hepatitis b,yellow_urine,fatigue,yellowish_skin,,,,,,,,,,,,,,
hepatitis b,receiving_blood_transfusion,yellowish_skin,itching,malaise,loss_of_appetite,yellow_urine,,,,,,,,,,,
hepatitis b,dark_urine,receiving_blood_transfusion,itching,loss_of_appetite,,,,,,,,,,,,,
hepatitis b,receiving_unsterile_injections,fatigue,malaise,receiving_blood_transfusion,yellowish_skin,loss_of_appetite,itching,,,,,,,,,,
hepatitis b,yellowish_skin,abdominal_pain,dark_urine,loss_of_appetite,lethargy,itching,,,,,,,,,,,
hepatitis b,receiving_unsterile_injections,abdominal_pain,receiving_blood_transfusion,yellowish_skin,,,,,,,,,,,,,
hepatitis b,receiving_blood_transfusion,yellowish_skin,lethargy,yellowing_of_eyes,yellow_urine,fatigue,abdominal_pain,itching,malaise,,,,,,,,
hepatitis b,receiving_blood_transfusion,loss_of_appetite,abdominal_pain,dark_urine,fatigue,lethargy,receiving_unsterile_injections,malaise,yellow_urine,,,,,,,,
hepatitis b,abdominal_pain,lethargy,yellowish_skin,dark_urine,fatigue,yellowing_of_eyes,receiving_unsterile_injections,,,,,,,,,,
hepatitis b,malaise,fatigue,receiving_blood_transfusion,yellowish_skin,,,,,,,,,,,,,
hepatitis b,malaise,itching,yellow_urine,dark_urine,loss_of_appetite,yellowing_of_eyes,abdominal_pain,lethargy,,,,,,,,,
hepatitis b,receiving_unsterile_injections,malaise,lethargy,loss_of_appetite,yellow_urine,abdominal_pain,,,,,,,,,,,
hepatitis b,dark_urine,fatigue,receiving_blood_transfusion,abdominal_pain,lethargy,yellow_urine,malaise,yellowish_skin,loss_of_appetite,continuous_feel_of_urine,,,,,,,
hepatitis b,itching,loss_of_appetite,yellowing_of_eyes,malaise,receiving_unsterile_injections,,,,,,,,,,,,
hepatitis b,yellowish_skin,receiving_unsterile_injections,yellow_urine,abdominal_pain,lethargy,receiving_blood_transfusion,fatigue,,,,,,,,,,
hepatitis b,yellowish_skin,itching,yellowing_of_eyes,malaise,yellow_urine,dark_urine,loss_of_appetite,lethargy,abdominal_pain,fatigue,,,,,,,
hepatitis b,dark_urine,yellowish_skin,receiving_unsterile_injections,yellow_urine,loss_of_appetite,receiving_blood_transfusion,yellowing_of_eyes,fatigue,itching,,,,,,,,
hepatitis b,itching,receiving_unsterile_injections,yellow_urine,loss_of_appetite,malaise,dark_urine,fatigue,lethargy,receiving_blood_transfusion,,,,,,,,
hepatitis b,yellowish_skin,receiving_unsterile_injections,itching,lethargy,malaise,receiving_blood_transfusion,fatigue,yellowing_of_eyes,loss_of_appetite,dark_urine,,,,,,,
hepatitis b,receiving_blood_transfusion,abdominal_pain,dark_urine,malaise,,,,,,,,,,,,,
hepatitis b,yellowish_skin,yellow_urine,dark_urine,yellowing_of_eyes,lethargy,loss_of_appetite,receiving_blood_transfusion,receiving_unsterile_injections,itching,,,,,,,,
hepatitis b,fatigue,dark_urine,receiving_unsterile_injections,lethargy,,,,,,,,,,,,,
hepatitis b,receiving_unsterile_injections,dark_urine,receiving_blood_transfusion,abdominal_pain,yellowing_of_eyes,fatigue,loss_of_appetite,,,,,,,,,,
hepatitis b,yellowing_of_eyes,yellowish_skin,receiving_unsterile_injections,malaise,fatigue,loss_of_appetite,,,,,,,,,,,
hepatitis b,itching,receiving_blood_transfusion,lethargy,loss_of_appetite,,,,,,,,,,,,,
hepatitis b,dark_urine,lethargy,itching,receiving_blood_transfusion,malaise,,,,,,,,,,,,
hepatitis b,loss_of_appetite,yellow_urine,itching,receiving_unsterile_injections,fatigue,yellowish_skin,malaise,abdominal_pain,,,,,,,,,
hepatitis b,malaise,loss_of_appetite,yellow_urine,,,,,,,,,,,,,,
hepatitis b,yellowing_of_eyes,fatigue,dark_urine,lethargy,yellow_urine,yellowish_skin,,,,,,,,,,,
hepatitis b,malaise,yellowish_skin,itching,dark_urine,fatigue,receiving_unsterile_injections,receiving_blood_transfusion,yellow_urine,loss_of_appetite,abdominal_pain,,,,,,,
hepatitis b,lethargy,yellowish_skin,abdominal_pain,dark_urine,,,,,,,,,,,,,
hepatitis b,receiving_blood_transfusion,receiving_unsterile_injections,malaise,abdominal_pain,fatigue,,,,,,,,,,,,
hepatitis b,malaise,yellowish_skin,receiving_unsterile_injections,itching,,,,,,,,,,,,,
hepatitis b,dark_urine,fatigue,abdominal_pain,lethargy,malaise,yellow_urine,brittle_nails,,,,,,,,,,
hepatitis b,dark_urine,itching,receiving_unsterile_injections,abdominal_pain,loss_of_appetite,receiving_blood_transfusion,lethargy,malaise,fatigue,yellow_urine,blurred_and_distorted_vision,,,,,,
hepatitis b,yellowing_of_eyes,lethargy,yellow_urine,abdominal_pain,receiving_unsterile_injections,receiving_blood_transfusion,loss_of_appetite,fatigue,dark_urine,malaise,,,,,,,
hepatitis b,loss_of_appetite,yellowish_skin,itching,lethargy,receiving_blood_transfusion,yellow_urine,dark_urine,yellowing_of_eyes,,,,,,,,,
hepatitis b,loss_of_appetite,yellow_urine,yellowish_skin,receiving_blood_transfusion,malaise,,,,,,,,,,,,
hepatitis b,yellowing_of_eyes,yellowish_skin,yellow_urine,fatigue,receiving_unsterile_injections,malaise,,,,,,,,,,,
hepatitis b,fatigue,dark_urine,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,,,,,,,,
hepatitis b,loss_of_appetite,abdominal_pain,receiving_unsterile_injections,malaise,yellow_urine,,,,,,,,,,,,
hepatitis b,itching,fatigue,receiving_blood_transfusion,loss_of_appetite,malaise,abdominal_pain,,,,,,,,,,,
hepatitis b,receiving_blood_transfusion,itching,receiving_unsterile_injections,loss_of_appetite,yellow_urine,,,,,,,,,,,,
hepatitis b,loss_of_appetite,dark_urine,fatigue,receiving_blood_transfusion,malaise,,,,,,,,,,,,
hepatitis b,yellow_urine,malaise,yellowing_of_eyes,yellowish_skin,lethargy,itching,loss_of_appetite,dark_urine,fatigue,receiving_unsterile_injections,,,,,,,
hepatitis b,malaise,lethargy,fatigue,yellow_urine,receiving_blood_transfusion,loss_of_appetite,dark_urine,receiving_unsterile_injections,itching,,,,,,,,
hepatitis b,itching,dark_urine,yellowing_of_eyes,loss_of_appetite,,,,,,,,,,,,,
hepatitis b,itching,receiving_unsterile_injections,lethargy,abdominal_pain,dark_urine,loss_of_appetite,yellow_urine,yellowing_of_eyes,,,,,,,,,
hepatitis b,abdominal_pain,yellowish_skin,yellowing_of_eyes,dark_urine,loss_of_appetite,itching,fatigue,lethargy,receiving_unsterile_injections,yellow_urine,,,,,,,
hepatitis b,itching,lethargy,abdominal_pain,receiving_blood_transfusion,malaise,yellowing_of_eyes,yellowish_skin,,,,,,,,,,
hepatitis b,itching,abdominal_pain,lethargy,yellowing_of_eyes,yellow_urine,,,,,,,,,,,,
hepatitis b,fatigue,loss_of_appetite,yellowish_skin,malaise,yellowing_of_eyes,dark_urine,receiving_blood_transfusion,itching,lethargy,yellow_urine,,,,,,,
hepatitis b,itching,abdominal_pain,dark_urine,yellow_urine,yellowish_skin,fatigue,receiving_unsterile_injections,yellowing_of_eyes,,,,,,,,,
hepatitis b,fatigue,abdominal_pain,dark_urine,,,,,,,,,,,,,,
hepatitis b,malaise,yellowish_skin,fatigue,,,,,,,,,,,,,,
hepatitis b,loss_of_appetite,malaise,lethargy,receiving_blood_transfusion,dark_urine,fatigue,abdominal_pain,,,,,,,,,,
hepatitis b,yellowish_skin,receiving_unsterile_injections,itching,,,,,,,,,,,,,,
hepatitis b,yellowish_skin,receiving_blood_transfusion,yellow_urine,lethargy,malaise,yellowing_of_eyes,,,,,,,,,,,
hepatitis b,dark_urine,lethargy,yellow_urine,loss_of_appetite,yellowish_skin,yellowing_of_eyes,malaise,,,,,,,,,,
hepatitis b,yellow_urine,yellowing_of_eyes,lethargy,fatigue,receiving_unsterile_injections,itching,loss_of_appetite,abdominal_pain,,,,,,,,,
hepatitis b,fatigue,yellowish_skin,abdominal_pain,lethargy,loss_of_appetite,receiving_unsterile_injections,itching,yellowing_of_eyes,,,,,,,,,
hepatitis b,malaise,receiving_blood_transfusion,yellowish_skin,yellow_urine,loss_of_appetite,lethargy,receiving_unsterile_injections,,,,,,,,,,
hepatitis b,yellowish_skin,yellowing_of_eyes,fatigue,lethargy,yellow_urine,malaise,,,,,,,,,,,
hepatitis b,yellow_urine,itching,yellowish_skin,malaise,abdominal_pain,swollen_extremeties,,,,,,,,,,,
hepatitis b,itching,yellowing_of_eyes,yellow_urine,yellowish_skin,receiving_unsterile_injections,abdominal_pain,loss_of_appetite,receiving_blood_transfusion,fatigue,,,,,,,,
hepatitis b,loss_of_appetite,dark_urine,lethargy,weakness_in_limbs,,,,,,,,,,,,,
hepatitis b,yellowish_skin,receiving_unsterile_injections,yellow_urine,receiving_blood_transfusion,loss_of_appetite,dark_urine,abdominal_pain,,,,,,,,,,
hepatitis b,yellow_urine,fatigue,yellowing_of_eyes,abdominal_pain,loss_of_appetite,dark_urine,receiving_blood_transfusion,receiving_unsterile_injections,malaise,nausea,,,,,,,
hepatitis b,receiving_blood_transfusion,lethargy,loss_of_appetite,malaise,yellow_urine,yellowing_of_eyes,abdominal_pain,yellowish_skin,dark_urine,,,,,,,,
hepatitis b,malaise,receiving_unsterile_injections,receiving_blood_transfusion,yellowing_of_eyes,lethargy,fatigue,yellow_urine,abdominal_pain,yellowish_skin,,,,,,,,
hepatitis b,dark_urine,loss_of_appetite,yellowish_skin,itching,yellow_urine,abdominal_pain,receiving_blood_transfusion,yellowing_of_eyes,lethargy,,,,,,,,
hepatitis b,yellowing_of_eyes,lethargy,malaise,loss_of_appetite,fatigue,history_of_alcohol_consumption,,,,,,,,,,,
hepatitis b,fatigue,yellowish_skin,yellowing_of_eyes,yellow_urine,loss_of_appetite,malaise,,,,,,,,,,,
hepatitis b,yellow_urine,malaise,itching,yellowing_of_eyes,lethargy,yellowish_skin,receiving_blood_transfusion,,,,,,,,,,
hepatitis b,yellowish_skin,fatigue,yellowing_of_eyes,receiving_unsterile_injections,loss_of_appetite,yellow_urine,,,,,,,,,,,
hepatitis b,yellow_urine,malaise,receiving_blood_transfusion,yellowish_skin,fatigue,abdominal_pain,itching,lethargy,,,,,,,,,
hepatitis b,receiving_blood_transfusion,loss_of_appetite,itching,lethargy,malaise,yellowing_of_eyes,,,,,,,,,,,
hepatitis b,loss_of_appetite,fatigue,dark_urine,anxiety,,,,,,,,,,,,,
hepatitis b,yellowing_of_eyes,yellowish_skin,malaise,fatigue,receiving_unsterile_injections,lethargy,sinus_pressure,,,,,,,,,,
hepatitis b,lethargy,abdominal_pain,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis b,lethargy,dark_urine,abdominal_pain,yellowing_of_eyes,receiving_blood_transfusion,malaise,,,,,,,,,,,
hepatitis b,lethargy,yellow_urine,abdominal_pain,fatigue,receiving_blood_transfusion,,,,,,,,,,,,
hepatitis b,receiving_unsterile_injections,itching,abdominal_pain,dark_urine,loss_of_appetite,yellowing_of_eyes,yellow_urine,yellowish_skin,receiving_blood_transfusion,lethargy,,,,,,,
hepatitis b,lethargy,loss_of_appetite,abdominal_pain,,,,,,,,,,,,,,
hepatitis b,itching,loss_of_appetite,yellow_urine,yellowing_of_eyes,throat_irritation,,,,,,,,,,,,
hepatitis b,malaise,itching,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis b,malaise,lethargy,abdominal_pain,itching,yellowish_skin,yellow_urine,,,,,,,,,,,
hepatitis b,loss_of_appetite,yellowish_skin,fatigue,dark_urine,yellowing_of_eyes,yellow_urine,,,,,,,,,,,
hepatitis b,yellowing_of_eyes,abdominal_pain,itching,yellow_urine,dark_urine,,,,,,,,,,,,
hepatitis b,receiving_blood_transfusion,yellowing_of_eyes,abdominal_pain,itching,,,,,,,,,,,,,
hepatitis b,fatigue,yellowish_skin,receiving_blood_transfusion,,,,,,,,,,,,,,
hepatitis b,malaise,lethargy,loss_of_appetite,yellowish_skin,receiving_unsterile_injections,receiving_blood_transfusion,fatigue,abdominal_pain,,,,,,,,,
hepatitis b,malaise,receiving_blood_transfusion,abdominal_pain,yellow_urine,loss_of_appetite,itching,yellowish_skin,dark_urine,lethargy,fatigue,,,,,,,
hepatitis b,abdominal_pain,yellowish_skin,malaise,yellowing_of_eyes,dark_urine,itching,receiving_blood_transfusion,,,,,,,,,,
hepatitis b,lethargy,fatigue,receiving_blood_transfusion,receiving_unsterile_injections,yellow_urine,yellowing_of_eyes,yellowish_skin,loss_of_appetite,,,,,,,,,
hepatitis b,malaise,yellow_urine,receiving_unsterile_injections,lethargy,yellowish_skin,loss_of_appetite,dark_urine,yellowing_of_eyes,abdominal_pain,fatigue,,,,,,,
hepatitis b,itching,abdominal_pain,yellowish_skin,receiving_unsterile_injections,lethargy,,,,,,,,,,,,
hepatitis b,receiving_blood_transfusion,yellowing_of_eyes,yellow_urine,yellowish_skin,dark_urine,fatigue,,,,,,,,,,,
hepatitis b,loss_of_appetite,yellowish_skin,abdominal_pain,,,,,,,,,,,,,,
hepatitis c,family_history,yellowish_skin,nausea,fatigue,loss_of_appetite,yellowing_of_eyes,sinus_pressure,,,,,,,,,,
hepatitis c,nausea,fatigue,loss_of_appetite,family_history,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,
hepatitis c,nausea,family_history,yellowish_skin,fatigue,,,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,yellowish_skin,loss_of_appetite,,,,,,,,,,,,,,
hepatitis c,nausea,fatigue,loss_of_appetite,,,,,,,,,,,,,,
hepatitis c,nausea,yellowish_skin,family_history,fatigue,loss_of_appetite,,,,,,,,,,,,
hepatitis c,yellowish_skin,family_history,fatigue,nausea,loss_of_appetite,yellowing_of_eyes,,,,,,,,,,,
hepatitis c,nausea,fatigue,yellowish_skin,family_history,,,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,loss_of_appetite,fatigue,,,,,,,,,,,,,,
hepatitis c,yellowish_skin,nausea,family_history,fatigue,,,,,,,,,,,,,
hepatitis c,fatigue,yellowing_of_eyes,loss_of_appetite,yellowish_skin,nausea,family_history,depression,,,,,,,,,,
hepatitis c,yellowing_of_eyes,fatigue,family_history,yellowish_skin,loss_of_appetite,,,,,,,,,,,,
hepatitis c,fatigue,yellowing_of_eyes,nausea,,,,,,,,,,,,,,
hepatitis c,yellowish_skin,nausea,family_history,,,,,,,,,,,,,,
hepatitis c,nausea,loss_of_appetite,family_history,fatigue,yellowing_of_eyes,sweating,,,,,,,,,,,
hepatitis c,yellowish_skin,loss_of_appetite,family_history,nausea,,,,,,,,,,,,,
hepatitis c,family_history,yellowish_skin,yellowing_of_eyes,fatigue,nausea,loss_of_appetite,,,,,,,,,,,
hepatitis c,nausea,loss_of_appetite,yellowish_skin,,,,,,,,,,,,,,
hepatitis c,loss_of_appetite,yellowing_of_eyes,fatigue,nausea,family_history,,,,,,,,,,,,
hepatitis c,nausea,loss_of_appetite,fatigue,family_history,yellowish_skin,yellowing_of_eyes,,,,,,,,,,,
hepatitis c,loss_of_appetite,yellowing_of_eyes,fatigue,family_history,,,,,,,,,,,,,
hepatitis c,nausea,yellowish_skin,family_history,yellowing_of_eyes,fatigue,loss_of_appetite,dark_urine,,,,,,,,,,
hepatitis c,fatigue,loss_of_appetite,family_history,yellowish_skin,yellowing_of_eyes,nausea,malaise,,,,,,,,,,
hepatitis c,nausea,fatigue,yellowing_of_eyes,loss_of_appetite,yellowish_skin,burning_micturition,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,nausea,fatigue,,,,,,,,,,,,,,
hepatitis c,yellowish_skin,loss_of_appetite,fatigue,yellowing_of_eyes,family_history,,,,,,,,,,,,
hepatitis c,family_history,loss_of_appetite,nausea,yellowing_of_eyes,yellowish_skin,fatigue,,,,,,,,,,,
hepatitis c,fatigue,nausea,loss_of_appetite,family_history,burning_micturition,,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,loss_of_appetite,yellowish_skin,family_history,fatigue,,,,,,,,,,,,
hepatitis c,loss_of_appetite,family_history,yellowish_skin,nausea,yellowing_of_eyes,fatigue,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,yellowish_skin,loss_of_appetite,,,,,,,,,,,,,,
hepatitis c,family_history,fatigue,nausea,yellowish_skin,yellowing_of_eyes,,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,yellowish_skin,loss_of_appetite,fatigue,family_history,,,,,,,,,,,,
hepatitis c,fatigue,yellowing_of_eyes,yellowish_skin,nausea,,,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,fatigue,nausea,loss_of_appetite,yellowish_skin,,,,,,,,,,,,
hepatitis c,nausea,fatigue,family_history,yellowish_skin,yellowing_of_eyes,loss_of_appetite,,,,,,,,,,,
hepatitis c,fatigue,nausea,loss_of_appetite,family_history,yellowish_skin,yellowing_of_eyes,headache,,,,,,,,,,
hepatitis c,nausea,family_history,yellowish_skin,yellowing_of_eyes,fatigue,,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,fatigue,nausea,yellowish_skin,loss_of_appetite,,,,,,,,,,,,
hepatitis c,family_history,loss_of_appetite,yellowish_skin,nausea,fatigue,,,,,,,,,,,,
hepatitis c,family_history,nausea,yellowish_skin,fatigue,,,,,,,,,,,,,
hepatitis c,nausea,yellowing_of_eyes,loss_of_appetite,family_history,fatigue,,,,,,,,,,,,
hepatitis c,yellowish_skin,yellowing_of_eyes,nausea,family_history,,,,,,,,,,,,,
hepatitis c,loss_of_appetite,yellowing_of_eyes,nausea,,,,,,,,,,,,,,
hepatitis c,loss_of_appetite,yellowing_of_eyes,fatigue,nausea,family_history,yellowish_skin,,,,,,,,,,,
hepatitis c,family_history,yellowish_skin,nausea,fatigue,loss_of_appetite,,,,,,,,,,,,
hepatitis c,family_history,nausea,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis c,fatigue,family_history,yellowish_skin,loss_of_appetite,yellowing_of_eyes,,,,,,,,,,,,
hepatitis c,nausea,fatigue,yellowish_skin,family_history,loss_of_appetite,yellowing_of_eyes,,,,,,,,,,,
hepatitis c,nausea,fatigue,loss_of_appetite,yellowing_of_eyes,,,,,,,,,,,,,
hepatitis c,nausea,yellowing_of_eyes,family_history,fatigue,yellowish_skin,,,,,,,,,,,,
hepatitis c,loss_of_appetite,fatigue,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,,,
hepatitis c,loss_of_appetite,fatigue,nausea,yellowish_skin,family_history,yellowing_of_eyes,,,,,,,,,,,
hepatitis c,yellowish_skin,nausea,fatigue,yellowing_of_eyes,,,,,,,,,,,,,
hepatitis c,nausea,yellowing_of_eyes,yellowish_skin,loss_of_appetite,family_history,fatigue,,,,,,,,,,,
hepatitis c,yellowish_skin,loss_of_appetite,nausea,family_history,fatigue,yellowing_of_eyes,,,,,,,,,,,
hepatitis c,loss_of_appetite,yellowing_of_eyes,nausea,family_history,headache,,,,,,,,,,,,
hepatitis c,family_history,nausea,loss_of_appetite,yellowing_of_eyes,fatigue,yellowish_skin,,,,,,,,,,,
hepatitis c,yellowish_skin,yellowing_of_eyes,nausea,fatigue,loss_of_appetite,,,,,,,,,,,,
hepatitis c,nausea,loss_of_appetite,fatigue,yellowish_skin,,,,,,,,,,,,,
hepatitis c,fatigue,yellowing_of_eyes,family_history,nausea,loss_of_appetite,,,,,,,,,,,,
hepatitis c,fatigue,family_history,yellowing_of_eyes,loss_of_appetite,nausea,yellowish_skin,,,,,,,,,,,
hepatitis c,yellowish_skin,family_history,nausea,loss_of_appetite,yellowing_of_eyes,,,,,,,,,,,,
hepatitis c,loss_of_appetite,fatigue,yellowish_skin,family_history,,,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,loss_of_appetite,family_history,nausea,fatigue,,,,,,,,,,,,
hepatitis c,nausea,family_history,fatigue,,,,,,,,,,,,,,
hepatitis c,loss_of_appetite,nausea,family_history,,,,,,,,,,,,,,
hepatitis c,loss_of_appetite,yellowish_skin,yellowing_of_eyes,nausea,family_history,,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,fatigue,loss_of_appetite,yellowish_skin,nausea,family_history,,,,,,,,,,,
hepatitis c,family_history,yellowish_skin,loss_of_appetite,yellowing_of_eyes,,,,,,,,,,,,,
hepatitis c,family_history,loss_of_appetite,fatigue,nausea,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,nausea,fatigue,yellowish_skin,,,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,fatigue,loss_of_appetite,family_history,nausea,yellowish_skin,,,,,,,,,,,
hepatitis c,family_history,fatigue,yellowish_skin,,,,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,loss_of_appetite,nausea,,,,,,,,,,,,,,
hepatitis c,loss_of_appetite,family_history,yellowish_skin,nausea,fatigue,yellowing_of_eyes,,,,,,,,,,,
hepatitis c,fatigue,loss_of_appetite,yellowish_skin,family_history,,,,,,,,,,,,,
hepatitis c,nausea,fatigue,family_history,loss_of_appetite,,,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,family_history,yellowish_skin,loss_of_appetite,nausea,fatigue,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,family_history,fatigue,yellowish_skin,nausea,,,,,,,,,,,,
hepatitis c,nausea,family_history,yellowish_skin,loss_of_appetite,,,,,,,,,,,,,
hepatitis c,yellowish_skin,nausea,fatigue,family_history,yellowing_of_eyes,,,,,,,,,,,,
hepatitis c,nausea,yellowish_skin,yellowing_of_eyes,loss_of_appetite,,,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,fatigue,yellowish_skin,loss_of_appetite,nausea,,,,,,,,,,,,
hepatitis c,fatigue,yellowish_skin,nausea,excessive_hunger,,,,,,,,,,,,,
hepatitis c,yellowish_skin,nausea,fatigue,loss_of_appetite,yellowing_of_eyes,family_history,,,,,,,,,,,
hepatitis c,nausea,fatigue,loss_of_appetite,,,,,,,,,,,,,,
hepatitis c,loss_of_appetite,yellowish_skin,fatigue,family_history,nausea,,,,,,,,,,,,
hepatitis c,nausea,yellowish_skin,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis c,family_history,yellowing_of_eyes,nausea,fatigue,yellowish_skin,,,,,,,,,,,,
hepatitis c,nausea,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,,,,
hepatitis c,nausea,family_history,fatigue,,,,,,,,,,,,,,
hepatitis c,nausea,fatigue,yellowish_skin,loss_of_appetite,family_history,,,,,,,,,,,,
hepatitis c,family_history,nausea,yellowish_skin,fatigue,,,,,,,,,,,,,
hepatitis c,loss_of_appetite,yellowing_of_eyes,family_history,yellowish_skin,nausea,,,,,,,,,,,,
hepatitis c,loss_of_appetite,yellowish_skin,family_history,yellowing_of_eyes,fatigue,nausea,,,,,,,,,,,
hepatitis c,yellowish_skin,fatigue,loss_of_appetite,nausea,family_history,yellowing_of_eyes,nodal_skin_eruptions,,,,,,,,,,
hepatitis c,loss_of_appetite,yellowish_skin,fatigue,nausea,family_history,phlegm,,,,,,,,,,,
hepatitis c,nausea,fatigue,yellowish_skin,family_history,yellowing_of_eyes,,,,,,,,,,,,
hepatitis c,nausea,family_history,yellowish_skin,loss_of_appetite,,,,,,,,,,,,,
hepatitis c,fatigue,loss_of_appetite,yellowish_skin,,,,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,family_history,nausea,,,,,,,,,,,,,,
hepatitis c,yellowish_skin,yellowing_of_eyes,nausea,fatigue,,,,,,,,,,,,,
hepatitis c,family_history,yellowing_of_eyes,yellowish_skin,nausea,loss_of_appetite,,,,,,,,,,,,
hepatitis c,loss_of_appetite,fatigue,nausea,yellowish_skin,family_history,yellowing_of_eyes,,,,,,,,,,,
hepatitis c,fatigue,nausea,loss_of_appetite,family_history,yellowing_of_eyes,,,,,,,,,,,,
