Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
psoriasis,small_dents_in_nails,silver_like_dusting,skin_peeling,,,,,,,,,,,,,,
alcoholic hepatitis,swelling_of_stomach,vomiting,yellowish_skin,abdominal_pain,fluid_overload,,,,,,,,,,,,
dengue,muscle_pain,pain_behind_the_eyes,red_spots_over_body,skin_rash,loss_of_appetite,high_fever,headache,,,,,,,,,,
impetigo,blister,skin_rash,red_sore_around_nose,high_fever,yellow_crust_ooze,,,,,,,,,,,,
gastroenteritis, sunken_eyes, dehydration, diarrhoea,,,,,,,,,,,,,,
hepatitis b,yellowish_skin,yellow_urine,dark_urine,yellowing_of_eyes,lethargy,loss_of_appetite,receiving_blood_transfusion,receiving_unsterile_injections,itching,,,,,,,,
migraine,depression,irritability,indigestion,blurred_and_distorted_vision,,,,,,,,,,,,,
pneumonia,sweating,breathlessness,fast_heart_rate,phlegm,,,,,,,,,,,,,
osteoarthristis,swelling_joints,hip_joint_pain,neck_pain,joint_pain,knee_pain,painful_walking,,,,,,,,,,,
impetigo,skin_rash,red_sore_around_nose,blister,yellow_crust_ooze,,,,,,,,,,,,,
arthritis,movement_stiffness,stiff_neck,painful_walking,,,,,,,,,,,,,,
varicose veins,swollen_legs,prominent_veins_on_calf,swollen_blood_vessels,bruising,cramps,fatigue,obesity,,,,,,,,,,
osteoarthristis,painful_walking,joint_pain,knee_pain,hip_joint_pain,,,,,,,,,,,,,
migraine,visual_disturbances,stiff_neck,acidity,excessive_hunger,blurred_and_distorted_vision,indigestion,irritability,obesity,,,,,,,,,
allergy,continuous_sneezing,shivering,chills,,,,,,,,,,,,,,
hepatitis b,malaise,dark_urine,itching,fatigue,receiving_blood_transfusion,,,,,,,,,,,,
osteoarthristis,swelling_joints,neck_pain,knee_pain,hip_joint_pain,painful_walking,joint_pain,,,,,,,,,,,
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,
drug reaction,burning_micturition,spotting_ urination,stomach_pain,,,,,,,,,,,,,,
aids,extra_marital_contacts,high_fever,muscle_wasting,,,,,,,,,,,,,,
acne,skin_rash,blackheads,pus_filled_pimples,,,,,,,,,,,,,,
bronchial asthma,fatigue,breathlessness,mucoid_sputum,cough,,,,,,,,,,,,,
hepatitis c,yellowing_of_eyes,fatigue,loss_of_appetite,family_history,nausea,yellowish_skin,,,,,,,,,,,
varicose veins,fatigue,swollen_blood_vessels,swollen_legs,,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,unsteadiness,vomiting,spinning_movements,,,,,,,,,,,,,,
impetigo,yellow_crust_ooze,red_sore_around_nose,high_fever,,,,,,,,,,,,,,
chicken pox,skin_rash,malaise,loss_of_appetite,mild_fever,red_spots_over_body,itching,lethargy,swelled_lymph_nodes,,,,,,,,,
(vertigo) paroymsal positional vertigo,unsteadiness,nausea,vomiting,loss_of_balance,headache,,,,,,,,,,,,
varicose veins,prominent_veins_on_calf,swollen_legs,obesity,fatigue,swollen_blood_vessels,bruising,,,,,,,,,,,
common cold,sinus_pressure,congestion,runny_nose,fatigue,malaise,continuous_sneezing,blurred_and_distorted_vision,,,,,,,,,,
drug reaction,itching,spotting_ urination,burning_micturition,,,,,,,,,,,,,,
bronchial asthma,mucoid_sputum,fatigue,family_history,breathlessness,,,,,,,,,,,,,
tuberculosis,breathlessness,phlegm,chest_pain,cough,,,,,,,,,,,,,
hepatitis c,loss_of_appetite,yellowish_skin,fatigue,nausea,family_history,phlegm,,,,,,,,,,,
cervical spondylosis,back_pain,neck_pain,loss_of_balance,weakness_in_limbs,dizziness,,,,,,,,,,,,
drug reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,
fungal infection,nodal_skin_eruptions,dischromic _patches,itching,,,,,,,,,,,,,,
impetigo,high_fever,yellow_crust_ooze,blister,red_sore_around_nose,skin_rash,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,unsteadiness,headache,nausea,vomiting,,,,,,,,,,,,,
cervical spondylosis,neck_pain,dizziness,back_pain,weakness_in_limbs,loss_of_balance,,,,,,,,,,,,
aids,patches_in_throat,high_fever,extra_marital_contacts,,,,,,,,,,,,,,
diabetes,weight_loss,lethargy,increased_appetite,polyuria,,,,,,,,,,,,,
alcoholic hepatitis,vomiting,fluid_overload,history_of_alcohol_consumption,yellowish_skin,,,,,,,,,,,,,
dengue,fatigue,loss_of_appetite,malaise,,,,,,,,,,,,,,
hepatitis b,receiving_blood_transfusion,yellowish_skin,lethargy,yellowing_of_eyes,yellow_urine,fatigue,abdominal_pain,itching,malaise,,,,,,,,
malaria,chills,headache,high_fever,nausea,vomiting,sweating,diarrhoea,muscle_pain,,,,,,,,,
chronic cholestasis,nausea,abdominal_pain,loss_of_appetite,itching,yellowish_skin,vomiting,yellowing_of_eyes,,,,,,,,,,
osteoarthristis,joint_pain,knee_pain,painful_walking,swelling_joints,neck_pain,,,,,,,,,,,,
malaria,nausea,headache,high_fever,vomiting,chills,,,,,,,,,,,,
hepatitis e,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,,,,,,
hepatitis c,family_history,fatigue,yellowing_of_eyes,yellowish_skin,fluid_overload,,,,,,,,,,,,
allergy,watering_from_eyes,continuous_sneezing,chills,shivering,,,,,,,,,,,,,
common cold,malaise,continuous_sneezing,chest_pain,redness_of_eyes,throat_irritation,muscle_pain,,,,,,,,,,,
gerd,chest_pain,vomiting,cough,ulcers_on_tongue,stomach_pain,acidity,,,,,,,,,,,
hypothyroidism,irritability,swollen_extremeties,weight_gain,dizziness,mood_swings,enlarged_thyroid,brittle_nails,,,,,,,,,,
cervical spondylosis,back_pain,loss_of_balance,neck_pain,,,,,,,,,,,,,,
bronchial asthma,cough,family_history,breathlessness,mucoid_sputum,,,,,,,,,,,,,
gerd, stomach_pain, acidity, ulcers_on_tongue, cough, chest_pain,,,,,,,,,,,,
osteoarthristis,hip_joint_pain,painful_walking,swelling_joints,neck_pain,joint_pain,,,,,,,,,,,,
cervical spondylosis,back_pain,neck_pain,loss_of_balance,dizziness,puffy_face_and_eyes,,,,,,,,,,,,
psoriasis,skin_rash,silver_like_dusting,skin_peeling,inflammatory_nails,joint_pain,,,,,,,,,,,,
chronic cholestasis,yellowing_of_eyes,nausea,abdominal_pain,loss_of_appetite,,,,,,,,,,,,,
gerd,cough,chest_pain,ulcers_on_tongue,stomach_pain,,,,,,,,,,,,,
osteoarthristis,neck_pain,painful_walking,hip_joint_pain,,,,,,,,,,,,,,
dengue,joint_pain,chills,skin_rash,malaise,red_spots_over_body,fatigue,muscle_pain,vomiting,high_fever,back_pain,,,,,,,
bronchial asthma,high_fever,fatigue,cough,breathlessness,mucoid_sputum,family_history,,,,,,,,,,,
hyperthyroidism,sweating,abnormal_menstruation,fast_heart_rate,mood_swings,irritability,,,,,,,,,,,,
hepatitis b, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,
diabetes,obesity,polyuria,irregular_sugar_level,weight_loss,restlessness,increased_appetite,,,,,,,,,,,
hepatitis b,yellowish_skin,receiving_unsterile_injections,itching,lethargy,malaise,receiving_blood_transfusion,fatigue,yellowing_of_eyes,loss_of_appetite,dark_urine,,,,,,,
psoriasis,silver_like_dusting,joint_pain,skin_peeling,inflammatory_nails,small_dents_in_nails,,,,,,,,,,,,
hepatitis d,loss_of_appetite,fatigue,yellowing_of_eyes,yellowish_skin,blackheads,,,,,,,,,,,,
hyperthyroidism,excessive_hunger,abnormal_menstruation,diarrhoea,mood_swings,muscle_weakness,fatigue,weight_loss,sweating,fast_heart_rate,irritability,,,,,,,
psoriasis,small_dents_in_nails,silver_like_dusting,inflammatory_nails,skin_peeling,,,,,,,,,,,,,
heart attack,breathlessness,chest_pain,vomiting,sweating,,,,,,,,,,,,,
peptic ulcer diseae,vomiting,internal_itching,passage_of_gases,indigestion,abdominal_pain,,,,,,,,,,,,
varicose veins,obesity,bruising,swollen_blood_vessels,prominent_veins_on_calf,swollen_legs,fatigue,,,,,,,,,,,
bronchial asthma,family_history,fatigue,cough,high_fever,mucoid_sputum,breathlessness,,,,,,,,,,,
psoriasis,skin_rash,skin_peeling,silver_like_dusting,inflammatory_nails,joint_pain,small_dents_in_nails,,,,,,,,,,,
alcoholic hepatitis,yellowish_skin,abdominal_pain,history_of_alcohol_consumption,fluid_overload,distention_of_abdomen,,,,,,,,,,,,
hepatitis e,high_fever,yellowish_skin,acute_liver_failure,coma,dark_urine,loss_of_appetite,stomach_bleeding,nausea,joint_pain,fatigue,,,,,,,
arthritis,painful_walking,movement_stiffness,swelling_joints,muscle_weakness,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,nausea,headache,spinning_movements,,,,,,,,,,,,,,
varicose veins,fatigue,swollen_legs,prominent_veins_on_calf,bruising,cramps,,,,,,,,,,,,
hepatitis d,loss_of_appetite,dark_urine,yellowing_of_eyes,,,,,,,,,,,,,,
hepatitis e, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,
malaria,headache,sweating,high_fever,vomiting,muscle_pain,nausea,chills,diarrhoea,,,,,,,,,
cervical spondylosis,weakness_in_limbs,neck_pain,loss_of_balance,back_pain,dizziness,,,,,,,,,,,,
hepatitis d,nausea,yellowing_of_eyes,yellowish_skin,dark_urine,fatigue,abdominal_pain,joint_pain,,,,,,,,,,
osteoarthristis,neck_pain,joint_pain,hip_joint_pain,painful_walking,knee_pain,swelling_joints,,,,,,,,,,,
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,,,,,,,,,,,,
hypothyroidism,depression,brittle_nails,swollen_extremeties,,,,,,,,,,,,,,
cervical spondylosis,neck_pain,back_pain,dizziness,loss_of_balance,abdominal_pain,,,,,,,,,,,,
hypothyroidism,mood_swings,enlarged_thyroid,abnormal_menstruation,irritability,lethargy,swollen_extremeties,cold_hands_and_feets,brittle_nails,,,,,,,,,
hepatitis d,joint_pain,abdominal_pain,fatigue,yellowish_skin,vomiting,loss_of_appetite,dark_urine,nausea,yellowing_of_eyes,,,,,,,,
chicken pox,itching,mild_fever,malaise,red_spots_over_body,skin_rash,sinus_pressure,,,,,,,,,,,
drug reaction,spotting_ urination,skin_rash,stomach_pain,itching,,,,,,,,,,,,,
peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,,,,,,,,,,,,,,
hypertension,dizziness,loss_of_balance,headache,,,,,,,,,,,,,,
typhoid,toxic_look_(typhos),abdominal_pain,constipation,nausea,chills,diarrhoea,vomiting,fatigue,,,,,,,,,
hypertension,loss_of_balance,lack_of_concentration,headache,dizziness,chest_pain,,,,,,,,,,,,
gerd,vomiting,ulcers_on_tongue,stomach_pain,cough,chest_pain,rusty_sputum,,,,,,,,,,,
alcoholic hepatitis,yellowish_skin,abdominal_pain,history_of_alcohol_consumption,swelling_of_stomach,distention_of_abdomen,,,,,,,,,,,,
hypothyroidism,dizziness,abnormal_menstruation,swollen_extremeties,mood_swings,enlarged_thyroid,lethargy,weight_gain,,,,,,,,,,
hepatitis c,yellowing_of_eyes,loss_of_appetite,fatigue,yellowish_skin,,,,,,,,,,,,,
psoriasis,joint_pain,skin_rash,small_dents_in_nails,skin_peeling,silver_like_dusting,,,,,,,,,,,,
hypoglycemia,blurred_and_distorted_vision,palpitations,nausea,,,,,,,,,,,,,,
peptic ulcer diseae,internal_itching,loss_of_appetite,abdominal_pain,passage_of_gases,vomiting,,,,,,,,,,,,
arthritis,stiff_neck,muscle_weakness,painful_walking,,,,,,,,,,,,,,
hepatitis d,dark_urine,fatigue,yellowing_of_eyes,,,,,,,,,,,,,,
allergy,watering_from_eyes,shivering,continuous_sneezing,chills,brittle_nails,,,,,,,,,,,,
diabetes,weight_loss,fatigue,lethargy,,,,,,,,,,,,,,
osteoarthristis,painful_walking,neck_pain,joint_pain,hip_joint_pain,,,,,,,,,,,,,
hypertension,chest_pain,headache,loss_of_balance,dizziness,,,,,,,,,,,,,
tuberculosis,yellowing_of_eyes,phlegm,loss_of_appetite,breathlessness,,,,,,,,,,,,,
chronic cholestasis,abdominal_pain,nausea,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,,,
osteoarthristis,painful_walking,neck_pain,knee_pain,,,,,,,,,,,,,,
tuberculosis,malaise,cough,sweating,breathlessness,vomiting,chest_pain,,,,,,,,,,,
hypertension, headache, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,,,,,
chicken pox,lethargy,swelled_lymph_nodes,malaise,mild_fever,,,,,,,,,,,,,
hyperthyroidism,fast_heart_rate,mood_swings,restlessness,irritability,diarrhoea,abnormal_menstruation,sweating,muscle_weakness,excessive_hunger,fatigue,,,,,,,
tuberculosis,fatigue,breathlessness,chest_pain,cough,swelled_lymph_nodes,phlegm,weight_loss,high_fever,chills,,,,,,,,
typhoid, chills, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,
migraine,stiff_neck,blurred_and_distorted_vision,indigestion,headache,visual_disturbances,depression,acidity,,,,,,,,,,
common cold,chills,cough,phlegm,,,,,,,,,,,,,,
malaria,high_fever,sweating,diarrhoea,muscle_pain,vomiting,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,vomiting,headache,spinning_movements,unsteadiness,loss_of_balance,nausea,,,,,,,,,,,
typhoid,constipation,chills,high_fever,headache,nausea,belly_pain,,,,,,,,,,,
alcoholic hepatitis,history_of_alcohol_consumption,swelling_of_stomach,vomiting,,,,,,,,,,,,,,
hepatitis b,receiving_blood_transfusion,loss_of_appetite,abdominal_pain,dark_urine,fatigue,lethargy,receiving_unsterile_injections,malaise,yellow_urine,,,,,,,,
cervical spondylosis,loss_of_balance,back_pain,dizziness,,,,,,,,,,,,,,
gastroenteritis,diarrhoea,vomiting,sunken_eyes,,,,,,,,,,,,,,
dimorphic hemmorhoids(piles),bloody_stool,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus,constipation,,,,,,,,,,,,
osteoarthristis, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,
psoriasis,skin_peeling,joint_pain,small_dents_in_nails,silver_like_dusting,inflammatory_nails,skin_rash,,,,,,,,,,,
hepatitis e,yellowing_of_eyes,stomach_bleeding,acute_liver_failure,fatigue,nausea,loss_of_appetite,coma,joint_pain,dark_urine,,,,,,,,
malaria,chills,nausea,sweating,high_fever,diarrhoea,,,,,,,,,,,,
malaria,diarrhoea,nausea,high_fever,,,,,,,,,,,,,,
arthritis,painful_walking,muscle_weakness,stiff_neck,movement_stiffness,,,,,,,,,,,,,
hepatitis e,abdominal_pain,stomach_bleeding,dark_urine,coma,joint_pain,acute_liver_failure,,,,,,,,,,,
aids,extra_marital_contacts,muscle_wasting,patches_in_throat,,,,,,,,,,,,,,
hyperthyroidism,excessive_hunger,diarrhoea,irritability,restlessness,muscle_weakness,mood_swings,,,,,,,,,,,
drug reaction,stomach_pain,spotting_ urination,itching,,,,,,,,,,,,,,
aids,high_fever,muscle_wasting,extra_marital_contacts,,,,,,,,,,,,,,
dengue,chills,joint_pain,high_fever,malaise,,,,,,,,,,,,,
hypoglycemia,excessive_hunger,drying_and_tingling_lips,sweating,slurred_speech,palpitations,blurred_and_distorted_vision,irritability,headache,,,,,,,,,
varicose veins,bruising,prominent_veins_on_calf,swollen_legs,swollen_blood_vessels,,,,,,,,,,,,,
hyperthyroidism,irritability,sweating,abnormal_menstruation,weight_loss,diarrhoea,fast_heart_rate,muscle_weakness,excessive_hunger,throat_irritation,,,,,,,,
hepatitis c,loss_of_appetite,fatigue,nausea,yellowish_skin,family_history,yellowing_of_eyes,,,,,,,,,,,
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, loss_of_balance, unsteadiness,,,,,,,,,,,,
dengue,skin_rash,joint_pain,malaise,loss_of_appetite,headache,chills,pain_behind_the_eyes,vomiting,,,,,,,,,
impetigo,high_fever,blister,skin_rash,red_sore_around_nose,yellow_crust_ooze,,,,,,,,,,,,
varicose veins,swollen_legs,prominent_veins_on_calf,fatigue,cramps,swollen_blood_vessels,,,,,,,,,,,,
common cold,muscle_pain,high_fever,sinus_pressure,headache,loss_of_smell,redness_of_eyes,cough,,,,,,,,,,
tuberculosis,sweating,chest_pain,yellowing_of_eyes,phlegm,weight_loss,chills,blood_in_sputum,malaise,breathlessness,fatigue,,,,,,,
chicken pox,itching,swelled_lymph_nodes,lethargy,high_fever,headache,mild_fever,,,,,,,,,,,
dengue,red_spots_over_body,pain_behind_the_eyes,fatigue,loss_of_appetite,muscle_pain,,,,,,,,,,,,
hepatitis c,yellowish_skin,loss_of_appetite,yellowing_of_eyes,,,,,,,,,,,,,,
dengue,nausea,chills,pain_behind_the_eyes,red_spots_over_body,vomiting,malaise,,,,,,,,,,,
drug reaction,itching,spotting_ urination,burning_micturition,stomach_pain,skin_rash,,,,,,,,,,,,
psoriasis,small_dents_in_nails,skin_rash,silver_like_dusting,skin_peeling,,,,,,,,,,,,,
heart attack,sweating,vomiting,breathlessness,chest_pain,,,,,,,,,,,,,
varicose veins,cramps,swollen_blood_vessels,prominent_veins_on_calf,bruising,swollen_legs,,,,,,,,,,,,
typhoid,constipation,fatigue,high_fever,vomiting,headache,swollen_legs,,,,,,,,,,,
hepatitis d, joint_pain, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,
diabetes,fatigue,weight_loss,irregular_sugar_level,restlessness,increased_appetite,blurred_and_distorted_vision,excessive_hunger,lethargy,,,,,,,,,
hypoglycemia,excessive_hunger,nausea,sweating,anxiety,drying_and_tingling_lips,palpitations,,,,,,,,,,,
arthritis,stiff_neck,painful_walking,movement_stiffness,,,,,,,,,,,,,,
peptic ulcer diseae,passage_of_gases,indigestion,vomiting,loss_of_appetite,internal_itching,,,,,,,,,,,,
chronic cholestasis,yellowing_of_eyes,abdominal_pain,itching,vomiting,nausea,loss_of_appetite,yellowish_skin,,,,,,,,,,
hyperthyroidism,excessive_hunger,sweating,fatigue,,,,,,,,,,,,,,
paralysis (brain hemorrhage),headache,altered_sensorium,weakness_of_one_body_side,polyuria,,,,,,,,,,,,,
alcoholic hepatitis,fluid_overload,vomiting,abdominal_pain,history_of_alcohol_consumption,distention_of_abdomen,swelling_of_stomach,yellowish_skin,,,,,,,,,,
dengue,skin_rash,red_spots_over_body,joint_pain,nausea,loss_of_appetite,headache,fatigue,high_fever,pain_behind_the_eyes,vomiting,,,,,,,
hepatitis a,dark_urine,muscle_pain,yellowish_skin,loss_of_appetite,yellowing_of_eyes,abdominal_pain,mild_fever,joint_pain,,,,,,,,,
jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, abdominal_pain,,,,,,,,,,
hypothyroidism,abnormal_menstruation,weight_gain,brittle_nails,fatigue,dizziness,lethargy,puffy_face_and_eyes,enlarged_thyroid,swollen_extremeties,,,,,,,,
(vertigo) paroymsal positional vertigo,headache,unsteadiness,spinning_movements,loss_of_balance,nausea,,,,,,,,,,,,
hepatitis d,joint_pain,vomiting,dark_urine,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,,
bronchial asthma,mucoid_sputum,breathlessness,fatigue,,,,,,,,,,,,,,
alcoholic hepatitis,vomiting,history_of_alcohol_consumption,distention_of_abdomen,fluid_overload,abdominal_pain,yellowish_skin,swelling_of_stomach,,,,,,,,,,
hepatitis e,vomiting,abdominal_pain,fatigue,nausea,yellowish_skin,acute_liver_failure,high_fever,,,,,,,,,,
osteoarthristis,knee_pain,joint_pain,hip_joint_pain,neck_pain,,,,,,,,,,,,,
malaria,sweating,chills,high_fever,muscle_pain,slurred_speech,,,,,,,,,,,,
tuberculosis,chills,sweating,fatigue,swelled_lymph_nodes,loss_of_appetite,chest_pain,malaise,cough,vomiting,mild_fever,,,,,,,
malaria,chills,nausea,headache,,,,,,,,,,,,,,
hepatitis b,itching,abdominal_pain,yellowish_skin,receiving_unsterile_injections,lethargy,,,,,,,,,,,,
typhoid,abdominal_pain,toxic_look_(typhos),chills,nausea,,,,,,,,,,,,,
hypertension,loss_of_balance,dizziness,chest_pain,lack_of_concentration,,,,,,,,,,,,,
hepatitis e,high_fever,yellowing_of_eyes,vomiting,,,,,,,,,,,,,,
malaria,nausea,chills,sweating,constipation,,,,,,,,,,,,,
hepatitis e,abdominal_pain,fatigue,high_fever,stomach_bleeding,coma,yellowish_skin,,,,,,,,,,,
pneumonia,chest_pain,fatigue,rusty_sputum,malaise,fast_heart_rate,high_fever,,,,,,,,,,,
osteoarthristis,painful_walking,neck_pain,knee_pain,swelling_joints,,,,,,,,,,,,,
hypertension,headache,chest_pain,lack_of_concentration,loss_of_balance,dizziness,obesity,,,,,,,,,,,
hepatitis a,abdominal_pain,joint_pain,mild_fever,diarrhoea,nausea,muscle_pain,weight_gain,,,,,,,,,,
(vertigo) paroymsal positional vertigo,vomiting,headache,nausea,unsteadiness,spinning_movements,,,,,,,,,,,,
hepatitis a,dark_urine,muscle_pain,mild_fever,vomiting,yellowing_of_eyes,joint_pain,,,,,,,,,,,
tuberculosis,sweating,high_fever,mild_fever,cough,chest_pain,yellowing_of_eyes,blood_in_sputum,swelled_lymph_nodes,weight_loss,chills,,,,,,,
chronic cholestasis,yellowing_of_eyes,itching,abdominal_pain,loss_of_appetite,vomiting,nausea,yellowish_skin,,,,,,,,,,
chronic cholestasis,loss_of_appetite,yellowish_skin,itching,vomiting,yellowing_of_eyes,,,,,,,,,,,,
osteoarthristis,knee_pain,swelling_joints,neck_pain,joint_pain,painful_walking,,,,,,,,,,,,
heart attack,sweating,vomiting,chest_pain,breathlessness,polyuria,,,,,,,,,,,,
chicken pox,lethargy,loss_of_appetite,itching,skin_rash,red_spots_over_body,malaise,swelled_lymph_nodes,,,,,,,,,,
hypothyroidism,enlarged_thyroid,cold_hands_and_feets,fatigue,irritability,depression,lethargy,mood_swings,weight_gain,puffy_face_and_eyes,,,,,,,,
hypothyroidism,brittle_nails,depression,swollen_extremeties,,,,,,,,,,,,,,
hyperthyroidism,sweating,diarrhoea,fatigue,,,,,,,,,,,,,,
bronchial asthma, cough, high_fever, breathlessness, family_history, mucoid_sputum,,,,,,,,,,,,
paralysis (brain hemorrhage),weakness_of_one_body_side,headache,vomiting,,,,,,,,,,,,,,
arthritis,movement_stiffness,stiff_neck,muscle_weakness,painful_walking,swelling_joints,,,,,,,,,,,,
hepatitis d,yellowing_of_eyes,joint_pain,loss_of_appetite,nausea,vomiting,fatigue,yellowish_skin,dark_urine,abdominal_pain,,,,,,,,
hypothyroidism,puffy_face_and_eyes,brittle_nails,weight_gain,swollen_extremeties,irritability,dizziness,fatigue,,,,,,,,,,
malaria,headache,muscle_pain,vomiting,chills,sweating,diarrhoea,nausea,constipation,,,,,,,,,
typhoid,constipation,high_fever,nausea,headache,fatigue,chills,toxic_look_(typhos),belly_pain,,,,,,,,,
bronchial asthma,fatigue,mucoid_sputum,high_fever,cough,,,,,,,,,,,,,
hepatitis c,loss_of_appetite,family_history,yellowish_skin,yellowing_of_eyes,nausea,fatigue,,,,,,,,,,,
hepatitis e,nausea,yellowing_of_eyes,dark_urine,,,,,,,,,,,,,,
diabetes,increased_appetite,polyuria,blurred_and_distorted_vision,fatigue,excessive_hunger,lethargy,weight_loss,restlessness,,,,,,,,,
malaria,headache,diarrhoea,vomiting,high_fever,nausea,muscle_pain,sweating,coma,,,,,,,,,
(vertigo) paroymsal positional vertigo,loss_of_balance,vomiting,headache,,,,,,,,,,,,,,
chronic cholestasis,yellowing_of_eyes,loss_of_appetite,abdominal_pain,vomiting,skin_rash,,,,,,,,,,,,
peptic ulcer diseae,loss_of_appetite,passage_of_gases,abdominal_pain,,,,,,,,,,,,,,
hepatitis d,fatigue,joint_pain,dark_urine,,,,,,,,,,,,,,
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, painful_walking,,,,,,,,,,,,
varicose veins,swollen_legs,cramps,bruising,obesity,prominent_veins_on_calf,swollen_blood_vessels,,,,,,,,,,,
chicken pox,headache,red_spots_over_body,lethargy,high_fever,swelled_lymph_nodes,loss_of_appetite,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,headache,vomiting,unsteadiness,spinning_movements,,,,,,,,,,,,,
hypertension,headache,dizziness,lack_of_concentration,,,,,,,,,,,,,,
osteoarthristis,knee_pain,hip_joint_pain,joint_pain,neck_pain,,,,,,,,,,,,,
varicose veins,swollen_legs,obesity,bruising,cramps,swollen_blood_vessels,prominent_veins_on_calf,fatigue,,,,,,,,,,
(vertigo) paroymsal positional vertigo,headache,loss_of_balance,unsteadiness,,,,,,,,,,,,,,
hyperthyroidism,weight_loss,muscle_weakness,abnormal_menstruation,mood_swings,diarrhoea,restlessness,sweating,irritability,,,,,,,,,
hepatitis e,yellowish_skin,acute_liver_failure,abdominal_pain,stomach_bleeding,nausea,dark_urine,,,,,,,,,,,
gastroenteritis,diarrhoea,sunken_eyes,dehydration,vomiting,joint_pain,,,,,,,,,,,,
dengue,chills,red_spots_over_body,vomiting,skin_rash,,,,,,,,,,,,,
psoriasis,joint_pain,small_dents_in_nails,skin_peeling,,,,,,,,,,,,,,
arthritis,stiff_neck,muscle_weakness,painful_walking,swelling_joints,,,,,,,,,,,,,
gastroenteritis,sunken_eyes,dehydration,diarrhoea,vomiting,,,,,,,,,,,,,
hypothyroidism,irritability,brittle_nails,depression,weight_gain,fatigue,mood_swings,,,,,,,,,,,
allergy,watering_from_eyes,chills,continuous_sneezing,shivering,,,,,,,,,,,,,
heart attack,vomiting,sweating,chest_pain,breathlessness,,,,,,,,,,,,,
cervical spondylosis,neck_pain,loss_of_balance,dizziness,,,,,,,,,,,,,,
typhoid,fatigue,toxic_look_(typhos),diarrhoea,constipation,weight_loss,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,vomiting,loss_of_balance,spinning_movements,unsteadiness,headache,,,,,,,,,,,,
cervical spondylosis,neck_pain,weakness_in_limbs,back_pain,loss_of_balance,dizziness,,,,,,,,,,,,
peptic ulcer diseae,indigestion,passage_of_gases,vomiting,loss_of_appetite,internal_itching,abdominal_pain,,,,,,,,,,,
hepatitis b,yellowish_skin,receiving_unsterile_injections,itching,,,,,,,,,,,,,,
common cold,fatigue,loss_of_smell,cough,swelled_lymph_nodes,redness_of_eyes,chills,high_fever,chest_pain,sinus_pressure,muscle_pain,,,,,,,
diabetes,excessive_hunger,blurred_and_distorted_vision,restlessness,,,,,,,,,,,,,,
hepatitis d,yellowish_skin,nausea,joint_pain,fatigue,vomiting,dark_urine,loss_of_appetite,abdominal_pain,,,,,,,,,
malaria,muscle_pain,chills,diarrhoea,vomiting,,,,,,,,,,,,,
chronic cholestasis,itching,nausea,vomiting,abdominal_pain,yellowish_skin,,,,,,,,,,,,
hepatitis a,dark_urine,diarrhoea,nausea,abdominal_pain,vomiting,joint_pain,loss_of_appetite,swelling_of_stomach,,,,,,,,,
malaria,diarrhoea,muscle_pain,sweating,high_fever,nausea,vomiting,,,,,,,,,,,
hepatitis d,dark_urine,vomiting,fatigue,,,,,,,,,,,,,,
hypothyroidism,cold_hands_and_feets,fatigue,lethargy,puffy_face_and_eyes,depression,mood_swings,irritability,swollen_extremeties,weight_gain,brittle_nails,,,,,,,
